********************************
*Task test instances (90 tasks)*
********************************

Each line of the file contains the following data:

		ID|SE|RE|WR|LO|TI

Where

		ID = ID of the task.
		SE = SEnsors required by the task.
		RE = REwards of task sensors.
		WR = Working Rates of task sensors.
		LO = LOcation of the task.
		TI = Temporal Information about the task [Priority, Duration, Discovering date, Starting date, Finishing date].

|ID     |SE             |RE             |WR                |LO                      |TI                           |
|Task010|[1.0, 1.0, 1.0]|[5.0, 6.0, 7.0]|[0.80, 0.55, 0.15]|(014.00, 005.00, 000.00)|[03, 04, 00:06, 00:13, 00:24]|
|Task011|[1.0, 1.0, 1.0]|[9.0, 2.0, 9.0]|[0.70, 0.35, 0.75]|(012.00, 001.00, 000.00)|[06, 03, 00:07, 00:12, 00:22]|
|Task012|[1.0, 1.0, 1.0]|[3.0, 9.0, 6.0]|[0.35, 0.30, 0.55]|(010.00, 000.00, 000.00)|[02, 01, 00:07, 00:15, 00:24]|
|Task013|[1.0, 1.0, 1.0]|[7.0, 7.0, 8.0]|[0.70, 0.35, 0.85]|(002.00, 016.00, 000.00)|[09, 03, 00:08, 00:16, 00:25]|
|Task014|[1.0, 1.0, 1.0]|[4.0, 8.0, 5.0]|[0.55, 0.65, 0.55]|(007.00, 008.00, 000.00)|[03, 03, 00:09, 00:15, 00:23]|
|Task015|[1.0, 1.0, 1.0]|[2.0, 5.0, 1.0]|[0.25, 0.70, 0.25]|(000.00, 014.00, 000.00)|[03, 02, 00:09, 00:15, 00:22]|
|Task016|[1.0, 1.0, 1.0]|[1.0, 7.0, 4.0]|[0.50, 0.90, 0.30]|(008.00, 006.00, 000.00)|[02, 04, 00:10, 00:18, 00:27]|
|Task017|[1.0, 1.0, 1.0]|[2.0, 4.0, 4.0]|[0.70, 0.95, 0.85]|(008.00, 016.00, 000.00)|[05, 05, 00:10, 00:16, 00:27]|
|Task018|[1.0, 1.0, 1.0]|[2.0, 2.0, 7.0]|[0.95, 0.50, 0.35]|(011.00, 010.00, 000.00)|[07, 04, 00:13, 00:20, 00:29]|
|Task019|[1.0, 1.0, 1.0]|[2.0, 1.0, 5.0]|[0.90, 0.80, 0.35]|(014.00, 000.00, 000.00)|[01, 01, 00:13, 00:18, 00:28]|
|Task020|[1.0, 1.0, 1.0]|[6.0, 9.0, 5.0]|[0.40, 0.30, 0.15]|(004.00, 019.00, 000.00)|[05, 04, 00:14, 00:21, 00:31]|
|Task021|[1.0, 1.0, 1.0]|[5.0, 3.0, 4.0]|[0.25, 0.45, 0.60]|(008.00, 013.00, 000.00)|[04, 03, 00:15, 00:21, 00:32]|
|Task022|[1.0, 1.0, 1.0]|[7.0, 2.0, 3.0]|[1.00, 0.35, 0.80]|(009.00, 011.00, 000.00)|[09, 04, 00:17, 00:23, 00:36]|
|Task023|[1.0, 1.0, 1.0]|[1.0, 9.0, 8.0]|[0.15, 0.40, 0.35]|(010.00, 013.00, 000.00)|[07, 05, 00:17, 00:22, 00:36]|
|Task024|[1.0, 1.0, 1.0]|[5.0, 1.0, 6.0]|[0.95, 0.90, 0.55]|(014.00, 003.00, 000.00)|[08, 02, 00:18, 00:25, 00:34]|
|Task025|[1.0, 1.0, 1.0]|[2.0, 9.0, 7.0]|[0.40, 0.60, 0.20]|(005.00, 007.00, 000.00)|[00, 03, 00:19, 00:24, 00:35]|
|Task026|[1.0, 1.0, 1.0]|[9.0, 8.0, 7.0]|[0.50, 0.95, 0.05]|(012.00, 006.00, 000.00)|[02, 01, 00:22, 00:28, 00:38]|
|Task027|[1.0, 1.0, 1.0]|[1.0, 9.0, 5.0]|[0.90, 0.30, 0.80]|(017.00, 006.00, 000.00)|[07, 04, 00:22, 00:29, 00:38]|
|Task028|[1.0, 1.0, 1.0]|[5.0, 7.0, 2.0]|[0.20, 0.45, 0.05]|(014.00, 002.00, 000.00)|[02, 04, 00:22, 00:28, 00:40]|
|Task029|[1.0, 1.0, 1.0]|[4.0, 8.0, 4.0]|[0.50, 0.50, 0.35]|(007.00, 009.00, 000.00)|[09, 03, 00:23, 00:31, 00:41]|
|Task030|[1.0, 1.0, 1.0]|[9.0, 3.0, 6.0]|[0.50, 0.05, 0.55]|(015.00, 018.00, 000.00)|[00, 05, 00:23, 00:30, 00:43]|
|Task031|[1.0, 1.0, 1.0]|[4.0, 4.0, 2.0]|[0.85, 0.15, 0.50]|(010.00, 013.00, 000.00)|[09, 01, 00:23, 00:30, 00:38]|
|Task032|[1.0, 1.0, 1.0]|[1.0, 3.0, 6.0]|[0.70, 0.50, 0.65]|(004.00, 007.00, 000.00)|[00, 02, 00:24, 00:30, 00:39]|
|Task033|[1.0, 1.0, 1.0]|[6.0, 7.0, 6.0]|[0.05, 0.05, 0.80]|(009.00, 002.00, 000.00)|[04, 04, 00:25, 00:34, 00:45]|
|Task034|[1.0, 1.0, 1.0]|[7.0, 9.0, 9.0]|[0.35, 1.00, 0.60]|(005.00, 009.00, 000.00)|[00, 04, 00:25, 00:33, 00:42]|
|Task035|[1.0, 1.0, 1.0]|[9.0, 1.0, 4.0]|[0.50, 0.70, 0.60]|(006.00, 010.00, 000.00)|[07, 04, 00:25, 00:33, 00:42]|
|Task036|[1.0, 1.0, 1.0]|[8.0, 3.0, 3.0]|[0.15, 0.20, 0.90]|(011.00, 005.00, 000.00)|[03, 01, 00:26, 00:31, 00:37]|
|Task037|[1.0, 1.0, 1.0]|[6.0, 4.0, 3.0]|[0.05, 0.80, 0.40]|(003.00, 003.00, 000.00)|[04, 05, 00:26, 00:33, 00:43]|
|Task038|[1.0, 1.0, 1.0]|[1.0, 1.0, 8.0]|[0.50, 0.20, 0.80]|(006.00, 002.00, 000.00)|[04, 01, 00:26, 00:31, 00:40]|
|Task039|[1.0, 1.0, 1.0]|[8.0, 6.0, 3.0]|[0.15, 0.25, 1.00]|(002.00, 014.00, 000.00)|[03, 04, 00:26, 00:31, 00:41]|
|Task040|[1.0, 1.0, 1.0]|[9.0, 6.0, 3.0]|[0.15, 0.60, 0.30]|(018.00, 004.00, 000.00)|[00, 02, 00:27, 00:33, 00:40]|
|Task041|[1.0, 1.0, 1.0]|[6.0, 9.0, 9.0]|[0.10, 0.70, 0.10]|(015.00, 000.00, 000.00)|[02, 04, 00:27, 00:33, 00:44]|
|Task042|[1.0, 1.0, 1.0]|[5.0, 1.0, 2.0]|[0.05, 0.75, 0.70]|(006.00, 015.00, 000.00)|[03, 05, 00:29, 00:38, 00:52]|
|Task043|[1.0, 1.0, 1.0]|[9.0, 3.0, 1.0]|[0.05, 0.55, 0.55]|(017.00, 012.00, 000.00)|[06, 02, 00:29, 00:37, 00:46]|
|Task044|[1.0, 1.0, 1.0]|[2.0, 3.0, 3.0]|[0.45, 0.40, 0.70]|(001.00, 013.00, 000.00)|[08, 01, 00:29, 00:37, 00:44]|
|Task045|[1.0, 1.0, 1.0]|[5.0, 4.0, 8.0]|[0.20, 0.55, 0.05]|(016.00, 006.00, 000.00)|[01, 02, 00:29, 00:34, 00:42]|
|Task046|[1.0, 1.0, 1.0]|[9.0, 1.0, 2.0]|[0.60, 0.05, 0.50]|(003.00, 015.00, 000.00)|[01, 04, 00:30, 00:37, 00:47]|
|Task047|[1.0, 1.0, 1.0]|[1.0, 7.0, 1.0]|[0.40, 0.15, 0.60]|(012.00, 013.00, 000.00)|[00, 04, 00:30, 00:38, 00:50]|
|Task048|[1.0, 1.0, 1.0]|[5.0, 2.0, 8.0]|[0.80, 0.30, 0.90]|(003.00, 000.00, 000.00)|[02, 01, 00:30, 00:37, 00:43]|
|Task049|[1.0, 1.0, 1.0]|[5.0, 2.0, 8.0]|[0.85, 0.45, 0.15]|(006.00, 002.00, 000.00)|[07, 04, 00:30, 00:37, 00:47]|
|Task050|[1.0, 1.0, 1.0]|[3.0, 9.0, 2.0]|[1.00, 0.15, 0.25]|(005.00, 013.00, 000.00)|[09, 02, 00:32, 00:38, 00:49]|
|Task051|[1.0, 1.0, 1.0]|[9.0, 5.0, 6.0]|[0.70, 1.00, 0.05]|(001.00, 007.00, 000.00)|[06, 05, 00:33, 00:40, 00:51]|
|Task052|[1.0, 1.0, 1.0]|[2.0, 7.0, 3.0]|[0.35, 1.00, 0.55]|(007.00, 010.00, 000.00)|[08, 04, 00:33, 00:39, 00:48]|
|Task053|[1.0, 1.0, 1.0]|[1.0, 5.0, 9.0]|[0.15, 0.45, 0.40]|(000.00, 011.00, 000.00)|[09, 05, 00:34, 00:39, 00:49]|
|Task054|[1.0, 1.0, 1.0]|[4.0, 9.0, 5.0]|[0.45, 0.55, 0.85]|(004.00, 006.00, 000.00)|[05, 03, 00:34, 00:41, 00:49]|
|Task055|[1.0, 1.0, 1.0]|[8.0, 3.0, 3.0]|[0.70, 0.20, 0.10]|(012.00, 000.00, 000.00)|[07, 01, 00:36, 00:42, 00:51]|
|Task056|[1.0, 1.0, 1.0]|[9.0, 6.0, 1.0]|[0.65, 0.05, 0.70]|(018.00, 011.00, 000.00)|[03, 01, 00:36, 00:45, 00:54]|
|Task057|[1.0, 1.0, 1.0]|[1.0, 8.0, 3.0]|[0.55, 0.60, 1.00]|(018.00, 012.00, 000.00)|[07, 05, 00:37, 00:44, 00:57]|
|Task058|[1.0, 1.0, 1.0]|[2.0, 2.0, 9.0]|[0.35, 0.35, 0.45]|(018.00, 008.00, 000.00)|[02, 02, 00:38, 00:43, 00:54]|
|Task059|[1.0, 1.0, 1.0]|[9.0, 3.0, 7.0]|[0.45, 0.60, 0.85]|(003.00, 003.00, 000.00)|[04, 02, 00:38, 00:46, 00:55]|
|Task060|[1.0, 1.0, 1.0]|[5.0, 1.0, 1.0]|[0.70, 1.00, 0.60]|(012.00, 015.00, 000.00)|[01, 04, 00:38, 00:45, 00:57]|
|Task061|[1.0, 1.0, 1.0]|[5.0, 2.0, 3.0]|[0.85, 1.00, 0.50]|(018.00, 006.00, 000.00)|[02, 01, 00:39, 00:44, 00:50]|
|Task062|[1.0, 1.0, 1.0]|[6.0, 2.0, 2.0]|[0.50, 1.00, 0.45]|(001.00, 002.00, 000.00)|[09, 04, 00:39, 00:47, 00:59]|
|Task063|[1.0, 1.0, 1.0]|[3.0, 7.0, 2.0]|[0.60, 0.90, 0.90]|(005.00, 002.00, 000.00)|[07, 03, 00:40, 00:46, 00:56]|
|Task064|[1.0, 1.0, 1.0]|[1.0, 8.0, 5.0]|[0.85, 0.05, 0.20]|(009.00, 000.00, 000.00)|[09, 04, 00:41, 00:46, 00:56]|
|Task065|[1.0, 1.0, 1.0]|[6.0, 8.0, 3.0]|[0.80, 0.20, 0.10]|(012.00, 014.00, 000.00)|[09, 05, 00:44, 00:51, 01:05]|
|Task066|[1.0, 1.0, 1.0]|[5.0, 6.0, 8.0]|[0.10, 1.00, 0.45]|(008.00, 006.00, 000.00)|[08, 04, 00:45, 00:54, 01:06]|
|Task067|[1.0, 1.0, 1.0]|[2.0, 7.0, 4.0]|[0.45, 0.65, 0.15]|(013.00, 019.00, 000.00)|[07, 05, 00:45, 00:54, 01:04]|
|Task068|[1.0, 1.0, 1.0]|[9.0, 5.0, 6.0]|[0.80, 0.65, 0.80]|(010.00, 001.00, 000.00)|[01, 05, 00:46, 00:53, 01:06]|
|Task069|[1.0, 1.0, 1.0]|[3.0, 7.0, 7.0]|[0.15, 0.50, 0.45]|(011.00, 002.00, 000.00)|[02, 02, 00:46, 00:53, 01:00]|
|Task070|[1.0, 1.0, 1.0]|[5.0, 7.0, 4.0]|[1.00, 0.90, 0.85]|(006.00, 016.00, 000.00)|[09, 03, 00:46, 00:55, 01:07]|
|Task071|[1.0, 1.0, 1.0]|[5.0, 6.0, 4.0]|[0.25, 0.20, 0.20]|(001.00, 014.00, 000.00)|[08, 04, 00:47, 00:52, 01:04]|
|Task072|[1.0, 1.0, 1.0]|[7.0, 2.0, 3.0]|[1.00, 0.90, 0.30]|(019.00, 005.00, 000.00)|[02, 01, 00:47, 00:56, 01:04]|
|Task073|[1.0, 1.0, 1.0]|[9.0, 9.0, 4.0]|[0.60, 0.40, 0.55]|(000.00, 016.00, 000.00)|[01, 04, 00:48, 00:57, 01:09]|
|Task074|[1.0, 1.0, 1.0]|[6.0, 4.0, 2.0]|[0.25, 0.95, 0.80]|(005.00, 007.00, 000.00)|[03, 01, 00:49, 00:58, 01:05]|
|Task075|[1.0, 1.0, 1.0]|[4.0, 9.0, 4.0]|[0.25, 0.15, 0.05]|(015.00, 002.00, 000.00)|[05, 01, 00:50, 00:59, 01:08]|
|Task076|[1.0, 1.0, 1.0]|[4.0, 1.0, 9.0]|[0.85, 1.00, 0.40]|(013.00, 007.00, 000.00)|[00, 03, 00:50, 00:59, 01:07]|
|Task077|[1.0, 1.0, 1.0]|[6.0, 8.0, 9.0]|[0.10, 0.75, 0.85]|(007.00, 007.00, 000.00)|[01, 02, 00:51, 01:00, 01:10]|
|Task078|[1.0, 1.0, 1.0]|[1.0, 9.0, 5.0]|[0.60, 0.20, 0.65]|(017.00, 019.00, 000.00)|[01, 04, 00:53, 01:00, 01:10]|
|Task079|[1.0, 1.0, 1.0]|[8.0, 3.0, 6.0]|[0.65, 0.90, 0.95]|(005.00, 003.00, 000.00)|[03, 03, 00:54, 01:00, 01:10]|
|Task080|[1.0, 1.0, 1.0]|[9.0, 5.0, 4.0]|[0.90, 0.20, 0.40]|(014.00, 018.00, 000.00)|[00, 05, 00:54, 01:01, 01:15]|
|Task081|[1.0, 1.0, 1.0]|[7.0, 5.0, 3.0]|[0.85, 0.40, 0.50]|(002.00, 006.00, 000.00)|[04, 02, 00:54, 01:01, 01:12]|
|Task082|[1.0, 1.0, 1.0]|[6.0, 5.0, 4.0]|[0.05, 0.65, 0.75]|(000.00, 017.00, 000.00)|[06, 01, 00:55, 01:02, 01:08]|
|Task083|[1.0, 1.0, 1.0]|[1.0, 9.0, 6.0]|[0.90, 0.25, 0.50]|(005.00, 005.00, 000.00)|[07, 01, 00:56, 01:04, 01:14]|
|Task084|[1.0, 1.0, 1.0]|[5.0, 2.0, 4.0]|[0.85, 0.15, 0.55]|(008.00, 010.00, 000.00)|[04, 02, 00:56, 01:04, 01:12]|
|Task085|[1.0, 1.0, 1.0]|[3.0, 4.0, 6.0]|[0.75, 0.10, 0.95]|(018.00, 010.00, 000.00)|[08, 03, 00:56, 01:05, 01:13]|
|Task086|[1.0, 1.0, 1.0]|[3.0, 9.0, 7.0]|[0.05, 0.40, 0.70]|(005.00, 014.00, 000.00)|[01, 05, 00:57, 01:03, 01:14]|
|Task087|[1.0, 1.0, 1.0]|[3.0, 9.0, 3.0]|[0.50, 0.50, 0.20]|(014.00, 002.00, 000.00)|[04, 04, 00:57, 01:06, 01:19]|
|Task088|[1.0, 1.0, 1.0]|[3.0, 5.0, 9.0]|[0.15, 0.80, 0.05]|(013.00, 011.00, 000.00)|[07, 02, 00:57, 01:06, 01:15]|
|Task089|[1.0, 1.0, 1.0]|[2.0, 4.0, 8.0]|[0.80, 0.40, 0.40]|(008.00, 011.00, 000.00)|[01, 02, 00:59, 01:07, 01:16]|
|Task090|[1.0, 1.0, 1.0]|[9.0, 1.0, 2.0]|[0.25, 0.35, 0.80]|(007.00, 010.00, 000.00)|[00, 01, 00:59, 01:08, 01:17]|
SD = 0.0
