*********************************
*Task test instances (100 tasks)*
*********************************

Each line of the file contains the following data:

		ID|SE|RE|WR|LO|TI

Where

		ID = ID of the task.
		SE = SEnsors required by the task.
		RE = REwards of task sensors.
		WR = Working Rates of task sensors.
		LO = LOcation of the task.
		TI = Temporal Information about the task [Priority, Duration, Discovering date, Starting date, Finishing date].

|ID     |SE             |RE             |WR                |LO                      |TI                           |
|Task016|[1.0, 1.0, 1.0]|[1.0, 2.0, 3.0]|[0.25, 0.85, 0.90]|(012.00, 004.00, 000.00)|[02, 01, 00:08, 00:17, 00:26]|
|Task017|[1.0, 1.0, 1.0]|[7.0, 3.0, 4.0]|[0.05, 0.30, 0.10]|(013.00, 000.00, 000.00)|[06, 02, 00:08, 00:16, 00:25]|
|Task018|[1.0, 1.0, 1.0]|[7.0, 3.0, 7.0]|[0.95, 0.20, 0.90]|(008.00, 013.00, 000.00)|[07, 05, 00:08, 00:13, 00:25]|
|Task019|[1.0, 1.0, 1.0]|[4.0, 3.0, 5.0]|[0.75, 0.80, 1.00]|(015.00, 016.00, 000.00)|[05, 04, 00:09, 00:15, 00:28]|
|Task020|[1.0, 1.0, 1.0]|[3.0, 8.0, 9.0]|[0.45, 0.55, 0.85]|(011.00, 008.00, 000.00)|[06, 03, 00:09, 00:17, 00:28]|
|Task021|[1.0, 1.0, 1.0]|[3.0, 1.0, 9.0]|[0.15, 0.75, 0.50]|(015.00, 015.00, 000.00)|[03, 04, 00:09, 00:17, 00:29]|
|Task022|[1.0, 1.0, 1.0]|[2.0, 5.0, 8.0]|[0.50, 0.80, 0.50]|(004.00, 018.00, 000.00)|[01, 02, 00:09, 00:15, 00:24]|
|Task023|[1.0, 1.0, 1.0]|[6.0, 9.0, 4.0]|[0.75, 0.30, 0.40]|(012.00, 019.00, 000.00)|[07, 04, 00:10, 00:19, 00:32]|
|Task024|[1.0, 1.0, 1.0]|[4.0, 2.0, 1.0]|[0.10, 0.45, 0.50]|(014.00, 009.00, 000.00)|[05, 04, 00:10, 00:17, 00:28]|
|Task025|[1.0, 1.0, 1.0]|[2.0, 7.0, 5.0]|[0.70, 0.40, 0.65]|(000.00, 014.00, 000.00)|[03, 05, 00:10, 00:17, 00:27]|
|Task026|[1.0, 1.0, 1.0]|[8.0, 1.0, 7.0]|[0.50, 0.25, 0.15]|(004.00, 008.00, 000.00)|[02, 05, 00:10, 00:15, 00:28]|
|Task027|[1.0, 1.0, 1.0]|[4.0, 9.0, 6.0]|[0.60, 0.05, 0.70]|(004.00, 008.00, 000.00)|[04, 04, 00:11, 00:18, 00:31]|
|Task028|[1.0, 1.0, 1.0]|[8.0, 7.0, 1.0]|[0.95, 0.30, 0.80]|(003.00, 010.00, 000.00)|[04, 02, 00:12, 00:20, 00:30]|
|Task029|[1.0, 1.0, 1.0]|[2.0, 3.0, 9.0]|[0.15, 0.15, 0.30]|(002.00, 015.00, 000.00)|[04, 03, 00:13, 00:21, 00:32]|
|Task030|[1.0, 1.0, 1.0]|[3.0, 9.0, 6.0]|[0.35, 0.15, 0.75]|(009.00, 016.00, 000.00)|[03, 05, 00:13, 00:19, 00:32]|
|Task031|[1.0, 1.0, 1.0]|[2.0, 3.0, 3.0]|[0.45, 0.65, 0.65]|(004.00, 019.00, 000.00)|[09, 02, 00:14, 00:19, 00:29]|
|Task032|[1.0, 1.0, 1.0]|[5.0, 1.0, 8.0]|[0.20, 0.90, 0.20]|(010.00, 000.00, 000.00)|[00, 04, 00:15, 00:23, 00:35]|
|Task033|[1.0, 1.0, 1.0]|[8.0, 1.0, 3.0]|[0.05, 0.15, 0.65]|(012.00, 018.00, 000.00)|[02, 04, 00:15, 00:24, 00:34]|
|Task034|[1.0, 1.0, 1.0]|[2.0, 2.0, 1.0]|[0.80, 0.80, 0.95]|(004.00, 015.00, 000.00)|[02, 02, 00:15, 00:20, 00:28]|
|Task035|[1.0, 1.0, 1.0]|[8.0, 5.0, 4.0]|[0.55, 0.35, 0.75]|(017.00, 018.00, 000.00)|[08, 01, 00:15, 00:22, 00:28]|
|Task036|[1.0, 1.0, 1.0]|[8.0, 1.0, 6.0]|[0.95, 0.95, 0.20]|(018.00, 018.00, 000.00)|[00, 05, 00:16, 00:24, 00:35]|
|Task037|[1.0, 1.0, 1.0]|[2.0, 8.0, 5.0]|[0.90, 0.95, 0.10]|(015.00, 016.00, 000.00)|[08, 02, 00:16, 00:21, 00:31]|
|Task038|[1.0, 1.0, 1.0]|[5.0, 9.0, 2.0]|[0.60, 0.15, 0.80]|(011.00, 005.00, 000.00)|[06, 03, 00:16, 00:25, 00:34]|
|Task039|[1.0, 1.0, 1.0]|[6.0, 9.0, 5.0]|[0.70, 0.15, 0.75]|(019.00, 007.00, 000.00)|[03, 04, 00:17, 00:25, 00:34]|
|Task040|[1.0, 1.0, 1.0]|[5.0, 4.0, 5.0]|[0.75, 0.85, 0.65]|(015.00, 014.00, 000.00)|[00, 03, 00:17, 00:23, 00:35]|
|Task041|[1.0, 1.0, 1.0]|[1.0, 5.0, 8.0]|[0.60, 0.60, 0.30]|(012.00, 010.00, 000.00)|[02, 04, 00:17, 00:26, 00:35]|
|Task042|[1.0, 1.0, 1.0]|[3.0, 9.0, 7.0]|[0.15, 0.15, 0.10]|(012.00, 011.00, 000.00)|[02, 05, 00:18, 00:23, 00:34]|
|Task043|[1.0, 1.0, 1.0]|[5.0, 5.0, 2.0]|[0.35, 0.65, 0.30]|(017.00, 008.00, 000.00)|[07, 02, 00:20, 00:26, 00:35]|
|Task044|[1.0, 1.0, 1.0]|[9.0, 8.0, 2.0]|[0.75, 0.35, 0.95]|(018.00, 018.00, 000.00)|[02, 02, 00:20, 00:28, 00:38]|
|Task045|[1.0, 1.0, 1.0]|[2.0, 2.0, 6.0]|[0.15, 0.75, 0.90]|(015.00, 010.00, 000.00)|[01, 02, 00:22, 00:31, 00:40]|
|Task046|[1.0, 1.0, 1.0]|[9.0, 6.0, 3.0]|[0.85, 1.00, 0.25]|(018.00, 005.00, 000.00)|[00, 02, 00:22, 00:31, 00:38]|
|Task047|[1.0, 1.0, 1.0]|[4.0, 5.0, 2.0]|[0.85, 0.05, 0.70]|(014.00, 012.00, 000.00)|[08, 01, 00:23, 00:31, 00:40]|
|Task048|[1.0, 1.0, 1.0]|[3.0, 7.0, 4.0]|[0.30, 0.10, 0.40]|(008.00, 017.00, 000.00)|[05, 03, 00:24, 00:31, 00:41]|
|Task049|[1.0, 1.0, 1.0]|[6.0, 6.0, 9.0]|[0.40, 0.20, 0.95]|(000.00, 015.00, 000.00)|[03, 02, 00:25, 00:33, 00:40]|
|Task050|[1.0, 1.0, 1.0]|[5.0, 9.0, 3.0]|[0.15, 0.55, 0.55]|(002.00, 001.00, 000.00)|[04, 05, 00:25, 00:34, 00:44]|
|Task051|[1.0, 1.0, 1.0]|[3.0, 5.0, 2.0]|[0.45, 0.55, 0.65]|(001.00, 015.00, 000.00)|[04, 05, 00:25, 00:34, 00:45]|
|Task052|[1.0, 1.0, 1.0]|[9.0, 4.0, 2.0]|[0.30, 0.45, 0.70]|(017.00, 002.00, 000.00)|[05, 04, 00:26, 00:33, 00:45]|
|Task053|[1.0, 1.0, 1.0]|[8.0, 4.0, 6.0]|[0.40, 0.10, 0.90]|(009.00, 018.00, 000.00)|[01, 02, 00:26, 00:31, 00:40]|
|Task054|[1.0, 1.0, 1.0]|[2.0, 5.0, 3.0]|[0.40, 0.75, 0.65]|(011.00, 002.00, 000.00)|[07, 01, 00:26, 00:32, 00:41]|
|Task055|[1.0, 1.0, 1.0]|[8.0, 4.0, 6.0]|[1.00, 0.10, 0.20]|(007.00, 008.00, 000.00)|[00, 04, 00:27, 00:34, 00:43]|
|Task056|[1.0, 1.0, 1.0]|[3.0, 8.0, 2.0]|[0.40, 0.05, 0.75]|(003.00, 003.00, 000.00)|[05, 04, 00:27, 00:34, 00:44]|
|Task057|[1.0, 1.0, 1.0]|[6.0, 1.0, 7.0]|[0.20, 0.15, 0.45]|(004.00, 011.00, 000.00)|[04, 05, 00:28, 00:34, 00:46]|
|Task058|[1.0, 1.0, 1.0]|[1.0, 2.0, 3.0]|[0.60, 0.80, 0.80]|(004.00, 012.00, 000.00)|[08, 01, 00:28, 00:34, 00:43]|
|Task059|[1.0, 1.0, 1.0]|[4.0, 6.0, 6.0]|[0.85, 0.15, 0.75]|(014.00, 013.00, 000.00)|[05, 02, 00:28, 00:34, 00:45]|
|Task060|[1.0, 1.0, 1.0]|[2.0, 8.0, 2.0]|[0.40, 0.75, 0.95]|(014.00, 004.00, 000.00)|[05, 03, 00:29, 00:34, 00:42]|
|Task061|[1.0, 1.0, 1.0]|[3.0, 8.0, 1.0]|[0.30, 0.30, 0.80]|(002.00, 004.00, 000.00)|[01, 02, 00:30, 00:35, 00:44]|
|Task062|[1.0, 1.0, 1.0]|[1.0, 7.0, 9.0]|[0.50, 0.40, 0.60]|(011.00, 006.00, 000.00)|[03, 04, 00:30, 00:37, 00:50]|
|Task063|[1.0, 1.0, 1.0]|[6.0, 8.0, 6.0]|[0.30, 0.35, 0.85]|(005.00, 009.00, 000.00)|[09, 03, 00:30, 00:37, 00:46]|
|Task064|[1.0, 1.0, 1.0]|[9.0, 3.0, 4.0]|[0.60, 0.30, 0.20]|(003.00, 015.00, 000.00)|[02, 05, 00:31, 00:36, 00:49]|
|Task065|[1.0, 1.0, 1.0]|[3.0, 1.0, 8.0]|[0.25, 0.70, 0.35]|(018.00, 008.00, 000.00)|[00, 01, 00:31, 00:39, 00:46]|
|Task066|[1.0, 1.0, 1.0]|[1.0, 7.0, 4.0]|[0.90, 1.00, 0.65]|(014.00, 019.00, 000.00)|[00, 02, 00:32, 00:40, 00:47]|
|Task067|[1.0, 1.0, 1.0]|[4.0, 4.0, 2.0]|[0.25, 0.20, 0.75]|(006.00, 010.00, 000.00)|[03, 03, 00:32, 00:39, 00:49]|
|Task068|[1.0, 1.0, 1.0]|[3.0, 3.0, 1.0]|[0.30, 0.05, 0.85]|(000.00, 002.00, 000.00)|[04, 04, 00:32, 00:38, 00:48]|
|Task069|[1.0, 1.0, 1.0]|[9.0, 8.0, 1.0]|[0.30, 0.05, 0.75]|(008.00, 000.00, 000.00)|[06, 01, 00:33, 00:38, 00:48]|
|Task070|[1.0, 1.0, 1.0]|[5.0, 8.0, 6.0]|[0.95, 0.10, 0.15]|(003.00, 008.00, 000.00)|[01, 04, 00:35, 00:42, 00:54]|
|Task071|[1.0, 1.0, 1.0]|[6.0, 2.0, 1.0]|[0.85, 0.25, 0.45]|(017.00, 016.00, 000.00)|[09, 01, 00:35, 00:44, 00:50]|
|Task072|[1.0, 1.0, 1.0]|[7.0, 5.0, 4.0]|[0.40, 0.25, 0.20]|(012.00, 011.00, 000.00)|[00, 05, 00:36, 00:42, 00:53]|
|Task073|[1.0, 1.0, 1.0]|[5.0, 6.0, 4.0]|[0.20, 0.25, 0.65]|(011.00, 005.00, 000.00)|[08, 03, 00:36, 00:45, 00:55]|
|Task074|[1.0, 1.0, 1.0]|[2.0, 5.0, 6.0]|[0.75, 0.75, 0.15]|(018.00, 019.00, 000.00)|[09, 01, 00:37, 00:43, 00:53]|
|Task075|[1.0, 1.0, 1.0]|[4.0, 1.0, 3.0]|[1.00, 0.90, 0.45]|(002.00, 014.00, 000.00)|[08, 02, 00:38, 00:45, 00:53]|
|Task076|[1.0, 1.0, 1.0]|[2.0, 7.0, 2.0]|[0.35, 0.65, 0.65]|(013.00, 005.00, 000.00)|[03, 03, 00:38, 00:43, 00:54]|
|Task077|[1.0, 1.0, 1.0]|[7.0, 3.0, 6.0]|[0.35, 0.55, 0.60]|(010.00, 001.00, 000.00)|[02, 01, 00:40, 00:46, 00:55]|
|Task078|[1.0, 1.0, 1.0]|[3.0, 9.0, 3.0]|[1.00, 0.85, 0.75]|(017.00, 003.00, 000.00)|[05, 03, 00:41, 00:50, 01:02]|
|Task079|[1.0, 1.0, 1.0]|[9.0, 6.0, 3.0]|[0.80, 0.05, 0.10]|(014.00, 010.00, 000.00)|[00, 02, 00:41, 00:46, 00:55]|
|Task080|[1.0, 1.0, 1.0]|[7.0, 3.0, 4.0]|[0.45, 0.20, 0.20]|(012.00, 000.00, 000.00)|[05, 05, 00:42, 00:50, 01:01]|
|Task081|[1.0, 1.0, 1.0]|[5.0, 3.0, 4.0]|[0.80, 0.20, 0.15]|(012.00, 002.00, 000.00)|[01, 02, 00:42, 00:50, 00:57]|
|Task082|[1.0, 1.0, 1.0]|[5.0, 1.0, 9.0]|[0.65, 0.20, 0.45]|(002.00, 003.00, 000.00)|[05, 02, 00:43, 00:49, 00:57]|
|Task083|[1.0, 1.0, 1.0]|[1.0, 4.0, 2.0]|[0.40, 0.55, 0.95]|(000.00, 002.00, 000.00)|[06, 03, 00:44, 00:51, 01:00]|
|Task084|[1.0, 1.0, 1.0]|[1.0, 1.0, 9.0]|[0.80, 0.20, 0.30]|(014.00, 016.00, 000.00)|[09, 01, 00:45, 00:52, 00:59]|
|Task085|[1.0, 1.0, 1.0]|[2.0, 9.0, 3.0]|[0.25, 1.00, 0.15]|(019.00, 017.00, 000.00)|[03, 01, 00:45, 00:54, 01:01]|
|Task086|[1.0, 1.0, 1.0]|[1.0, 8.0, 4.0]|[0.75, 0.85, 0.20]|(013.00, 005.00, 000.00)|[02, 04, 00:45, 00:54, 01:05]|
|Task087|[1.0, 1.0, 1.0]|[2.0, 3.0, 2.0]|[0.15, 0.45, 0.70]|(006.00, 011.00, 000.00)|[04, 02, 00:45, 00:54, 01:01]|
|Task088|[1.0, 1.0, 1.0]|[3.0, 1.0, 3.0]|[0.80, 0.70, 0.70]|(005.00, 000.00, 000.00)|[07, 02, 00:48, 00:54, 01:04]|
|Task089|[1.0, 1.0, 1.0]|[6.0, 1.0, 9.0]|[0.30, 0.85, 0.70]|(019.00, 006.00, 000.00)|[05, 02, 00:48, 00:53, 01:01]|
|Task090|[1.0, 1.0, 1.0]|[3.0, 4.0, 4.0]|[0.75, 0.70, 0.40]|(012.00, 013.00, 000.00)|[00, 04, 00:50, 00:58, 01:10]|
|Task091|[1.0, 1.0, 1.0]|[5.0, 8.0, 1.0]|[0.35, 0.10, 0.30]|(014.00, 015.00, 000.00)|[03, 05, 00:51, 00:59, 01:09]|
|Task092|[1.0, 1.0, 1.0]|[9.0, 9.0, 3.0]|[1.00, 0.85, 0.75]|(018.00, 011.00, 000.00)|[04, 01, 00:52, 01:01, 01:10]|
|Task093|[1.0, 1.0, 1.0]|[9.0, 4.0, 8.0]|[0.30, 0.50, 0.70]|(003.00, 014.00, 000.00)|[05, 03, 00:53, 01:01, 01:13]|
|Task094|[1.0, 1.0, 1.0]|[9.0, 3.0, 2.0]|[0.75, 0.65, 0.60]|(013.00, 004.00, 000.00)|[08, 05, 00:53, 01:00, 01:10]|
|Task095|[1.0, 1.0, 1.0]|[5.0, 5.0, 9.0]|[0.55, 0.30, 0.95]|(015.00, 015.00, 000.00)|[01, 03, 00:54, 01:02, 01:14]|
|Task096|[1.0, 1.0, 1.0]|[6.0, 7.0, 7.0]|[0.85, 0.85, 0.95]|(003.00, 013.00, 000.00)|[03, 01, 00:55, 01:00, 01:06]|
|Task097|[1.0, 1.0, 1.0]|[5.0, 9.0, 6.0]|[0.70, 0.70, 0.10]|(010.00, 012.00, 000.00)|[05, 04, 00:55, 01:04, 01:17]|
|Task098|[1.0, 1.0, 1.0]|[2.0, 7.0, 5.0]|[0.50, 0.45, 0.15]|(006.00, 019.00, 000.00)|[06, 04, 00:56, 01:04, 01:15]|
|Task099|[1.0, 1.0, 1.0]|[2.0, 9.0, 5.0]|[0.65, 0.45, 0.55]|(008.00, 019.00, 000.00)|[07, 02, 00:57, 01:02, 01:09]|
|Task100|[1.0, 1.0, 1.0]|[1.0, 2.0, 3.0]|[0.80, 0.40, 0.95]|(008.00, 017.00, 000.00)|[04, 05, 00:59, 01:08, 01:20]|
SD = 0.0
